"","name","wikitag","party","voteshare","legperiod","nsdap.membership"
"2858","Ludwig Fellermaier","/wiki/Ludwig_Fellermaier","SPD",NA,6,0
"2859","Udo Fiebig","/wiki/Udo_Fiebig","SPD",NA,6,0
"2860","Otto Freiherr von Fircks","/wiki/Otto_Freiherr_von_Fircks","CDU",NA,6,0
"2861","Willi Fischer","/wiki/Willi_Fischer_(Politiker,_1920)","SPD",NA,6,0
"2862","Gerhard Flämig","/wiki/Gerhard_Fl%C3%A4mig","SPD",NA,6,0
"2863","Katharina Focke","/wiki/Katharina_Focke","SPD",NA,6,0
"2864","Erwin Folger","/wiki/Erwin_Folger","SPD",NA,6,0
"2865","Egon Franke","/wiki/Egon_Franke","SPD",NA,6,0
"2866","Heinrich Franke","/wiki/Heinrich_Franke_(Politiker)","CDU",NA,6,0
"2867","Ludwig Franz","/wiki/Ludwig_Franz","CSU",NA,6,0
"2868","Heinz Frehsee","/wiki/Heinz_Frehsee","SPD",NA,6,0
"2869","Friedrich Freiwald","/wiki/Friedrich_Freiwald","CDU",NA,6,0
"2870","Göke Frerichs","/wiki/G%C3%B6ke_Frerichs","CDU",NA,6,0
"2871","Brigitte Freyh","/wiki/Brigitte_Freyh","SPD",NA,6,0
"2872","Walter Fritsch","/wiki/Walter_Fritsch_(Politiker)","SPD",NA,6,0
"2873","Isidor Früh","/wiki/Isidor_Fr%C3%BCh","CDU",NA,6,0
"2874","Karl Fuchs","/wiki/Karl_Fuchs_(Politiker,_1920)","CSU",NA,6,0
"2875","Liselotte Funcke","/wiki/Liselotte_Funcke","FDP",NA,6,0
"2876","Hans Furler","/wiki/Hans_Furler","CDU",NA,6,1
"2877","Georg Gallus","/wiki/Georg_Gallus","FDP",NA,6,0
"2878","Karl Gatzen","/wiki/Karl_Gatzen","CDU",NA,6,0
"2879","Hans Geiger","/wiki/Hans_Geiger_(Politiker)","SPD",NA,6,0
"2880","Ingeborg Geisendörfer","/wiki/Ingeborg_Geisend%C3%B6rfer","CSU",NA,6,0
"2881","Franz Xaver Geisenhofer","/wiki/Franz_Xaver_Geisenhofer","CSU",NA,6,0
"2882","Karl Geldner","/wiki/Karl_Geldner_(Politiker)","FDP",NA,6,0
"2883","Hans-Dietrich Genscher","/wiki/Hans-Dietrich_Genscher","FDP",NA,6,1
"2884","Horst Gerlach","/wiki/Horst_Gerlach_(Politiker)","SPD",NA,6,0
"2885","Paul Gerlach","/wiki/Paul_Gerlach_(Politiker,_1929)","CSU",NA,6,0
"2886","Hans Gertzen","/wiki/Hans_Gertzen","SPD",NA,6,0
"2887","Manfred Geßner","/wiki/Manfred_Ge%C3%9Fner","SPD",NA,6,0
"2888","Heinrich Gewandt","/wiki/Heinrich_Gewandt","CDU",NA,6,0
"2889","Karl Heinz Gierenstein","/wiki/Karl_Heinz_Gierenstein","CSU",NA,6,0
"2890","Udo Giulini","/wiki/Udo_Giulini","CDU",NA,6,0
"2891","Franz Gleissner","/wiki/Franz_Gleissner","CSU",NA,6,0
"2892","Eugen Glombig","/wiki/Eugen_Glombig","SPD","60,7",6,0
"2893","Hermann Glüsing","/wiki/Hermann_Gl%C3%BCsing","CDU","53,2",6,1
"2894","Fritz-Joachim Gnädinger","/wiki/Fritz-Joachim_Gn%C3%A4dinger","SPD",NA,6,0
"2895","Georg Gölter","/wiki/Georg_G%C3%B6lter","CDU",NA,6,0
"2896","Leo Gottesleben","/wiki/Leo_Gottesleben","CDU",NA,6,0
"2897","Hermann Götz","/wiki/Hermann_G%C3%B6tz_(Politiker,_1914)","CDU",NA,6,0
"2898","Carlo Graaff","/wiki/Carlo_Graaff","FDP",NA,6,0
"2899","Johann Baptist Gradl","/wiki/Johann_Baptist_Gradl","CDU",NA,6,0
"2900","Annemarie Griesinger","/wiki/Annemarie_Griesinger","CDU",NA,6,0
"2901","Claus Grobecker","/wiki/Claus_Grobecker","SPD",NA,6,0
"2902","Herbert Gruhl","/wiki/Herbert_Gruhl","CDU",NA,6,0
"2903","Martin Grüner","/wiki/Martin_Gr%C3%BCner","FDP",NA,6,0
"2904","Kurt Gscheidle","/wiki/Kurt_Gscheidle","SPD",NA,6,0
"2905","Karl Theodor Freiherr von und zu Guttenberg","/wiki/Karl_Theodor_Freiherr_von_und_zu_Guttenberg","CSU",NA,6,0
"2906","Dieter Haack","/wiki/Dieter_Haack","SPD",NA,6,0
"2907","Hermann Haage","/wiki/Hermann_Haage","SPD",NA,6,0
"2908","Ernst Haar","/wiki/Ernst_Haar","SPD",NA,6,0
"2909","Albrecht Haas","/wiki/Albrecht_Haas","FDP",NA,6,0
"2910","Detlef Haase","/wiki/Detlef_Haase","SPD",NA,6,0
"2911","Lothar Haase","/wiki/Lothar_Haase","CDU",NA,6,0
"2912","Karl Haehser","/wiki/Karl_Haehser","SPD",NA,6,0
"2913","Hansjörg Häfele","/wiki/Hansj%C3%B6rg_H%C3%A4fele","CDU",NA,6,0
"2914","Friedhelm Halfmeier","/wiki/Friedhelm_Halfmeier","SPD",NA,6,0
"2915","Walter Hallstein","/wiki/Walter_Hallstein","CDU",NA,6,0
"2916","Hugo Hammans","/wiki/Hugo_Hammans","CDU",NA,6,0
"2917","Karl-Heinz Hansen","/wiki/Karl-Heinz_Hansen","SPD",NA,6,0
"2918","Hermann Hansing","/wiki/Hermann_Hansing","SPD",NA,6,0
"2919","August Hanz","/wiki/August_Hanz","CDU",NA,6,0
"2920","Heinz Hartnack","/wiki/Heinz_Hartnack","CDU",NA,6,0
"2921","Kurt Härzschel","/wiki/Kurt_H%C3%A4rzschel","CDU",NA,6,0
"2922","Kai-Uwe von Hassel","/wiki/Kai-Uwe_von_Hassel","CDU","50,8",6,0
"2923","Rudolf Hauck","/wiki/Rudolf_Hauck","SPD",NA,6,0
"2924","Volker Hauff","/wiki/Volker_Hauff","SPD",NA,6,0
"2925","Alo Hauser","/wiki/Alo_Hauser","CDU",NA,6,0
"2926","Hugo Hauser","/wiki/Hugo_Hauser","CDU",NA,6,0
"2927","Erwin Häussler","/wiki/Erwin_H%C3%A4ussler","CDU",NA,6,0
"2928","Bruno Heck","/wiki/Bruno_Heck","CDU",NA,6,0
"2929","Alfred Hein","/wiki/Alfred_Hein","CDU",NA,6,0
"2930","Udo Hein","/wiki/Udo_Hein","SPD",NA,6,0
"2931","Walther Hellige","/wiki/Walther_Hellige","CDU",NA,6,0
"2932","Wilhelm Helms","/wiki/Wilhelm_Helms","FDP",NA,6,0
"2933","Erich Henke","/wiki/Erich_Henke","SPD",NA,6,0
"2934","Maria Henze","/wiki/Maria_Henze","CDU",NA,6,0
"2935","Luise Herklotz","/wiki/Luise_Herklotz","SPD",NA,6,0
"2936","Hans Hermsdorf","/wiki/Hans_Hermsdorf","SPD",NA,6,0
"2937","Herbert Hermesdorf","/wiki/Herbert_Hermesdorf","CDU",NA,6,0
"2938","Karl Herold","/wiki/Karl_Herold","SPD",NA,6,0
"2939","Roelf Heyen","/wiki/Roelf_Heyen","SPD",NA,6,0
"2940","Martin Hirsch","/wiki/Martin_Hirsch_(Politiker,_1913)","SPD",NA,6,0
"2941","Hermann Höcherl","/wiki/Hermann_H%C3%B6cherl","CSU",NA,6,1
"2942","Karl Hofmann","/wiki/Karl_Hofmann_(Politiker,_1926)","SPD",NA,6,0
"2943","Egon Höhmann","/wiki/Egon_H%C3%B6hmann","SPD",NA,6,0
"2944","Hans Hörmann","/wiki/Hans_H%C3%B6rmann_(Politiker)","SPD",NA,6,0
"2945","Erwin Horn","/wiki/Erwin_Horn","SPD",NA,6,0
"2946","Martin Horstmeier","/wiki/Martin_Horstmeier","CDU",NA,6,0
"2947","Alphons Horten","/wiki/Alphons_Horten","CDU",NA,6,0
"2948","Alex Hösl","/wiki/Alex_H%C3%B6sl","CSU",NA,6,0
"2949","Antje Huber","/wiki/Antje_Huber","SPD",NA,6,0
"2950","Hans Hubrig","/wiki/Hans_Hubrig","CDU",NA,6,0
"2951","Herbert Hupka","/wiki/Herbert_Hupka","SPD",NA,6,0
"2952","Dieter Hussing","/wiki/Dieter_Hussing","CDU",NA,6,0
"2953","Lambert Huys","/wiki/Lambert_Huys","CDU",NA,6,0
"2954","Maria Jacobi","/wiki/Maria_Jacobi_(Politikerin,_1906)","CDU",NA,6,0
"2955","Werner Jacobi","/wiki/Werner_Jacobi_(Politiker,_1907)","SPD",NA,6,0
"2956","Richard Jaeger","/wiki/Richard_Jaeger","CSU",NA,6,0
"2957","Gerhard Jahn","/wiki/Gerhard_Jahn","SPD",NA,6,0
"2958","Hans Edgar Jahn","/wiki/Hans_Edgar_Jahn","CDU",NA,6,0
"2959","Günter Jaschke","/wiki/G%C3%BCnter_Jaschke","SPD",NA,6,0
"2960","Philipp Jenninger","/wiki/Philipp_Jenninger","CDU",NA,6,0
"2961","Dionys Jobst","/wiki/Dionys_Jobst","CSU",NA,6,0
"2962","Johann Peter Josten","/wiki/Johann_Peter_Josten","CDU",NA,6,0
"2963","Kurt Jung","/wiki/Kurt_Jung_(Politiker)","FDP",NA,6,0
"2964","Hans-Jürgen Junghans","/wiki/Hans-J%C3%BCrgen_Junghans","SPD",NA,6,0
"2965","Gerhard Jungmann","/wiki/Gerhard_Jungmann","CDU",NA,6,0
"2966","Heinrich Junker","/wiki/Heinrich_Junker_(Politiker,_1923)","SPD",NA,6,0
"2967","Rudolf Kaffka","/wiki/Rudolf_Kaffka","SPD",NA,6,0
"2968","Georg Kahn-Ackermann","/wiki/Georg_Kahn-Ackermann","SPD",NA,6,0
"2969","Margot Kalinke","/wiki/Margot_Kalinke","CDU",NA,6,0
"2970","Helmut Kater","/wiki/Helmut_Kater","SPD",NA,6,0
"2971","Hans Katzer","/wiki/Hans_Katzer","CDU",NA,6,0
"2972","Friedrich Kempfler","/wiki/Friedrich_Kempfler","CSU",NA,6,1
"2973","Karl-Hans Kern","/wiki/Karl-Hans_Kern","SPD",NA,6,0
"2974","Ignaz Kiechle","/wiki/Ignaz_Kiechle","CSU",NA,6,0
"2975","Gerhard Kienbaum","/wiki/Gerhard_Kienbaum","FDP",NA,6,0
"2976","Walther Leisler Kiep","/wiki/Walther_Leisler_Kiep","CDU",NA,6,1
"2977","Kurt Georg Kiesinger","/wiki/Kurt_Georg_Kiesinger","CDU",NA,6,1
"2978","Arthur Killat","/wiki/Arthur_Killat","SPD",NA,6,0
"2979","Victor Kirst","/wiki/Victor_Kirst","FDP",NA,6,0
"2980","Marie-Elisabeth Klee","/wiki/Marie-Elisabeth_Klee","CDU",NA,6,0
"2981","Detlef Kleinert","/wiki/Detlef_Kleinert","FDP",NA,6,0
"2982","Egon Klepsch","/wiki/Egon_Klepsch","CDU",NA,6,0
"2983","Gisbert Kley","/wiki/Gisbert_Kley","CSU",NA,6,1
"2984","Georg Kliesing","/wiki/Georg_Kliesing","CDU",NA,6,0
"2985","Hans-Jürgen Klinker","/wiki/Hans-J%C3%BCrgen_Klinker","CDU","51,3",6,0
"2986","Gerhard Koch","/wiki/Gerhard_Koch_(Politiker,_1906)","SPD",NA,6,0
"2987","Peter-Michael Koenig","/wiki/Peter-Michael_Koenig","SPD",NA,6,0
"2988","Richard Kohlberger","/wiki/Richard_Kohlberger","SPD",NA,6,0
"2989","Klaus Konrad","/wiki/Klaus_Konrad_(Politiker,_1914)","SPD",NA,6,0
"2990","Heinrich Köppler","/wiki/Heinrich_K%C3%B6ppler","CDU",NA,6,0
"2991","Gottfried Köster","/wiki/Gottfried_K%C3%B6ster","CDU",NA,6,0
"2992","Georg Kotowski","/wiki/Georg_Kotowski","CDU",NA,6,0
"2993","Lothar Krall","/wiki/Lothar_Krall","FDP",NA,6,0
"2994","Karl Krammig","/wiki/Karl_Krammig","CDU",NA,6,0
"2995","Wilhelm Krampe","/wiki/Wilhelm_Krampe","CDU",NA,6,0
"2996","Edith Krappe","/wiki/Edith_Krappe","SPD",NA,6,0
"2997","Konrad Kraske","/wiki/Konrad_Kraske","CDU",NA,6,0
"2998","Reinhold Kreile","/wiki/Reinhold_Kreile","CSU",NA,6,0
"2999","Heinz Kreutzmann","/wiki/Heinz_Kreutzmann","SPD",NA,6,0
"3000","Herbert Kriedemann","/wiki/Herbert_Kriedemann","SPD",NA,6,0
"3001","Horst Krockert","/wiki/Horst_Krockert","SPD",NA,6,0
"3002","Edeltraud Kuchtner","/wiki/Edeltraud_Kuchtner","CSU",NA,6,0
"3003","Knut von Kühlmann-Stumm","/wiki/Knut_von_K%C3%BChlmann-Stumm","FDP",NA,6,0
"3004","Alwin Kulawig","/wiki/Alwin_Kulawig","SPD",NA,6,0
"3005","Gerhard Kunz","/wiki/Gerhard_Kunz","CDU",NA,6,0
"3006","Egon Lampersbach","/wiki/Egon_Lampersbach","CDU",NA,6,0
"3007","Erwin Lange","/wiki/Erwin_Lange_(Politiker)","SPD",NA,6,0
"3008","Walter Langebeck","/wiki/Walter_Langebeck","SPD",NA,6,0
"3009","Lauritz Lauritzen","/wiki/Lauritz_Lauritzen","SPD",NA,6,0
"3010","Hans Lautenschlager","/wiki/Hans_Lautenschlager","SPD",NA,6,0
"3011","Ellen Lauterbach","/wiki/Ellen_Lauterbach","SPD",NA,6,0
"3012","Georg Leber","/wiki/Georg_Leber","SPD",NA,6,0
"3013","Albert Leicht","/wiki/Albert_Leicht","CDU",NA,6,0
"3014","Ernst Lemmer","/wiki/Ernst_Lemmer","CDU",NA,6,0
"3015","Karl Heinz Lemmrich","/wiki/Karl_Heinz_Lemmrich","CSU",NA,6,0
"3016","Hans Lemp","/wiki/Hans_Lemp","SPD",NA,6,0
"3017","Hubert Lemper","/wiki/Hubert_Lemper","SPD",NA,6,0
"3018","Helmut Lenders","/wiki/Helmut_Lenders","SPD",NA,6,0
"3019","Eduard Lensing","/wiki/Eduard_Lensing","CDU",NA,6,0
"3020","Carl Otto Lenz","/wiki/Carl_Otto_Lenz","CDU",NA,6,0
"3021","Franz Lenze","/wiki/Franz_Lenze","CDU",NA,6,0
"3022","Christian Lenzer","/wiki/Christian_Lenzer","CDU",NA,6,0
"3023","Karl Liedtke","/wiki/Karl_Liedtke","SPD",NA,6,0
"3024","Harry Liehr","/wiki/Harry_Liehr","SPD",NA,6,0
"3025","Helmut Link","/wiki/Helmut_Link","CDU",NA,6,0
"3026","Josef Löbbert","/wiki/Josef_L%C3%B6bbert","SPD",NA,6,0
"3027","Lothar Löffler","/wiki/Lothar_L%C3%B6ffler_(Politiker)","SPD",NA,6,0
"3028","Fritz Logemann","/wiki/Fritz_Logemann","FDP",NA,6,0
"3029","Paul Löher","/wiki/Paul_L%C3%B6her","CDU",NA,6,0
"3030","Ulrich Lohmar","/wiki/Ulrich_Lohmar","SPD",NA,6,0
"3031","Walter Löhr","/wiki/Walter_L%C3%B6hr","CDU",NA,6,0
"3032","Uwe Looft","/wiki/Uwe_Looft","CDU",NA,6,0
"3033","Rudi Lotze","/wiki/Rudi_Lotze","SPD",NA,6,0
"3034","Paul Lücke","/wiki/Paul_L%C3%BCcke","CDU",NA,6,0
"3035","Hans August Lücker","/wiki/Hans_August_L%C3%BCcker","CSU",NA,6,0
"3036","Manfred Luda","/wiki/Manfred_Luda","CDU",NA,6,0
"3037","Wilhelm Maibaum","/wiki/Wilhelm_Maibaum","SPD",NA,6,0
"3038","Ernst Majonica","/wiki/Ernst_Majonica","CDU",NA,6,0
"3039","Werner Marquardt","/wiki/Werner_Marquardt","SPD",NA,6,0
"3040","Berthold Martin","/wiki/Berthold_Martin","CDU",NA,6,0
"3041","Franz Marx","/wiki/Franz_Marx_(Politiker,_1903)","SPD",NA,6,0
"3042","Werner Marx","/wiki/Werner_Marx_(Politiker,_1924)","CDU",NA,6,0
"3043","Kurt Matthes","/wiki/Kurt_Matthes","SPD",NA,6,0
"3044","Hans Matthöfer","/wiki/Hans_Matth%C3%B6fer","SPD",NA,6,0
"3045","Kurt Mattick","/wiki/Kurt_Mattick","SPD",NA,6,0
"3046","Eugen Maucher","/wiki/Eugen_Maucher","CDU",NA,6,0
"3047","Hedwig Meermann","/wiki/Hedwig_Meermann","SPD",NA,6,0
"3048","Rolf Meinecke","/wiki/Rolf_Meinecke","SPD","59,5",6,0
"3049","Erich Meinike","/wiki/Erich_Meinike","SPD",NA,6,0
"3050","Siegfried Meister","/wiki/Siegfried_Meister","CDU",NA,6,0
"3051","Linus Memmel","/wiki/Linus_Memmel","CSU",NA,6,0
"3052","Erich Mende","/wiki/Erich_Mende","FDP",NA,6,0
"3053","Alexander Menne","/wiki/Alexander_Menne","FDP",NA,6,0
"3054","Otto Menth","/wiki/Otto_Menth","CSU",NA,6,0
"3055","Werner Mertes","/wiki/Werner_Mertes","FDP",NA,6,0
"3056","Günther Metzger","/wiki/G%C3%BCnther_Metzger","SPD",NA,6,0
"3057","Wilhelm Michels","/wiki/Wilhelm_Michels_(Politiker)","SPD",NA,6,0
"3058","Josef Mick","/wiki/Josef_Mick","CDU",NA,6,0
"3059","Paul Mikat","/wiki/Paul_Mikat","CDU",NA,6,1
"3060","Karl Miltner","/wiki/Karl_Miltner","CDU",NA,6,0
"3061","Wolfgang Mischnick","/wiki/Wolfgang_Mischnick","FDP",NA,6,0
"3062","Karl Moersch","/wiki/Karl_Moersch","FDP",NA,6,0
"3063","Helmuth Möhring","/wiki/Helmuth_M%C3%B6hring","SPD",NA,6,0
"3064","Alex Möller","/wiki/Alex_M%C3%B6ller","SPD",NA,6,0
"3065","Adolf Müller","/wiki/Adolf_M%C3%BCller_(Politiker,_1916)","CDU",NA,6,0
"3066","Günther Müller","/wiki/G%C3%BCnther_M%C3%BCller_(Politiker)","SPD",NA,6,0
"3067","Heinrich Müller","/wiki/Heinrich_M%C3%BCller_(Politiker,_1919)","SPD","47,9",6,0
"3068","Johannes Müller","/wiki/Johannes_M%C3%BCller_(Politiker,_1905)","CDU",NA,6,0
"3069","Josef Müller","/wiki/Josef_M%C3%BCller_(Politiker,_1919)","CDU",NA,6,0
"3070","Rudolf Müller","/wiki/Rudolf_M%C3%BCller_(Politiker,_1924)","CDU",NA,6,0
"3071","Willi Müller","/wiki/Willi_M%C3%BCller_(Politiker,_1925)","SPD",NA,6,0
"3072","Adolf Müller-Emmert","/wiki/Adolf_M%C3%BCller-Emmert","SPD",NA,6,0
"3073","Ernst Müller-Hermann","/wiki/Ernst_M%C3%BCller-Hermann","CDU",NA,6,0
"3074","Karl-Heinz Mursch","/wiki/Karl-Heinz_Mursch","CDU",NA,6,0
"3075","Hans Müthling","/wiki/Hans_M%C3%BCthling","SPD",NA,6,0
"3076","Georg Neemann","/wiki/Georg_Neemann","SPD",NA,6,0
"3077","Paul Neumann","/wiki/Paul_Neumann_(Politiker,_1929)","SPD",NA,6,0
"3078","Lorenz Niegel","/wiki/Lorenz_Niegel","CSU",NA,6,0
"3079","Wilhelm Nölling","/wiki/Wilhelm_N%C3%B6lling","SPD","55,9",6,0
"3080","Günter von Nordenskjöld","/wiki/G%C3%BCnter_von_Nordenskj%C3%B6ld","CDU","46,4",6,0
"3081","Hermann Oetting","/wiki/Hermann_Oetting","SPD",NA,6,0
"3082","Rainer Offergeld","/wiki/Rainer_Offergeld","SPD",NA,6,0
"3083","Alfred Ollesch","/wiki/Alfred_Ollesch","FDP",NA,6,0
"3084","Rudolf Opitz","/wiki/Rudolf_Opitz_(Politiker)","FDP",NA,6,0
"3085","Gerhard Orgaß","/wiki/Gerhard_Orga%C3%9F","CDU",NA,6,0
"3086","Elisabeth Orth","/wiki/Elisabeth_Orth_(Politikerin)","SPD",NA,6,0
"3087","Wilderich Freiherr Ostman von der Leye","/wiki/Wilderich_Freiherr_Ostman_von_der_Leye","SPD",NA,6,0
"3088","Anton Ott","/wiki/Anton_Ott","CSU",NA,6,0
"3089","Alfons Pawelczyk","/wiki/Alfons_Pawelczyk","SPD",NA,6,0
"3090","Willi Peiter","/wiki/Willi_Peiter","SPD",NA,6,0
"3091","Heinz Pensky","/wiki/Heinz_Pensky","SPD",NA,6,0
"3092","Georg Peters","/wiki/Georg_Peters_(Politiker,_1908)","SPD","50,8",6,0
"3093","Walter Peters","/wiki/Walter_Peters","FDP",NA,6,0
"3094","Peter Petersen","/wiki/Peter_Petersen_(Politiker,_1926)","CDU",NA,6,0
"3095","Anton Pfeifer","/wiki/Anton_Pfeifer","CDU",NA,6,0
"3096","Walter Picard","/wiki/Walter_Picard","CDU",NA,6,0
"3097","Elmar Pieroth","/wiki/Elmar_Pieroth","CDU",NA,6,0
"3098","Liselotte Pieser","/wiki/Liselotte_Pieser","CDU",NA,6,0
"3099","Winfried Pinger","/wiki/Winfried_Pinger","CDU",NA,6,0
"3100","Wolfgang Pohle","/wiki/Wolfgang_Pohle","CSU",NA,6,1
"3101","Heinz Pöhler","/wiki/Heinz_P%C3%B6hler","SPD",NA,6,0
"3102","Eberhard Pohlmann","/wiki/Eberhard_Pohlmann","CDU",NA,6,0
"3103","Konrad Porzner","/wiki/Konrad_Porzner","SPD",NA,6,0
"3104","Helmut Prassler","/wiki/Helmut_Prassler","CDU",NA,6,0
"3105","Ludwig Preiß","/wiki/Ludwig_Prei%C3%9F_(Politiker)","CDU",NA,6,0
"3106","Albert Probst","/wiki/Albert_Probst_(Politiker)","CSU",NA,6,0
"3107","Herbert Prochazka","/wiki/Herbert_Prochazka","CSU",NA,6,0
"3108","Joachim Raffert","/wiki/Joachim_Raffert","SPD",NA,6,0
"3109","Alois Rainer","/wiki/Alois_Rainer_(Politiker,_1921)","CSU",NA,6,0
"3110","Will Rasner","/wiki/Will_Rasner","CDU",NA,6,0
"3111","Karl Ravens","/wiki/Karl_Ravens","SPD","46,8",6,0
"3112","Wilhelm Rawe","/wiki/Wilhelm_Rawe","CDU",NA,6,0
"3113","Gerhard Reddemann","/wiki/Gerhard_Reddemann","CDU",NA,6,0
"3114","Carl Reinhard","/wiki/Carl_Reinhard_(Politiker)","CDU",NA,6,0
"3115","Gerhard Reischl","/wiki/Gerhard_Reischl","SPD",NA,6,0
"3116","Annemarie Renger","/wiki/Annemarie_Renger","SPD",NA,6,0
"3117","Hans Richarts","/wiki/Hans_Richarts","CDU",NA,6,0
"3118","Klaus Richter","/wiki/Klaus_Richter_(Politiker,_1923)","SPD",NA,6,0
"3119","Clemens Riedel","/wiki/Clemens_Riedel_(Politiker)","CDU",NA,6,0
"3120","Erich Riedl","/wiki/Erich_Riedl","CSU",NA,6,0
"3121","Fritz Rinderspacher","/wiki/Fritz_Rinderspacher","SPD",NA,6,0
"3122","Günter Rinsche","/wiki/G%C3%BCnter_Rinsche","CDU",NA,6,0
"3123","Gerd Ritgen","/wiki/Gerd_Ritgen","CDU",NA,6,0
"3124","Burkhard Ritz","/wiki/Burkhard_Ritz","CDU","64,7",6,0
"3125","Edelhard Rock","/wiki/Edelhard_Rock","CDU",NA,6,0
"3126","Helmut Rohde","/wiki/Helmut_Rohde","SPD",NA,6,0
"3127","Paul Röhner","/wiki/Paul_R%C3%B6hner","CSU",NA,6,0
"3128","Dietrich Rollmann","/wiki/Dietrich_Rollmann","CDU",NA,6,0
"3129","Josef Rommerskirchen","/wiki/Josef_Rommerskirchen","CDU",NA,6,0
"3130","Philip Rosenthal","/wiki/Philip_Rosenthal","SPD",NA,6,0
"3131","Hans Roser","/wiki/Hans_Roser","CSU",NA,6,0
"3132","Josef Rösing","/wiki/Josef_R%C3%B6sing","CDU",NA,6,0
"3133","Kurt Ross","/wiki/Kurt_Ross","SPD","42,9",6,0
"3134","Thomas Ruf","/wiki/Thomas_Ruf","CDU",NA,6,0
"3135","Hermann Josef Russe","/wiki/Hermann_Josef_Russe","CDU",NA,6,0
"3136","Wolfgang Rutschke","/wiki/Wolfgang_Rutschke","FDP",NA,6,0
"3137","Peter Säckl","/wiki/Peter_S%C3%A4ckl","SPD",NA,6,0
"3138","Engelbert Sander","/wiki/Engelbert_Sander","SPD",NA,6,0
"3139","Franz Sauter","/wiki/Franz_Sauter","CDU",NA,6,0
"3140","Karl-Heinz Saxowski","/wiki/Karl-Heinz_Saxowski","SPD",NA,6,0
"3141","Botho Prinz zu Sayn-Wittgenstein-Hohenstein","/wiki/Botho_Prinz_zu_Sayn-Wittgenstein-Hohenstein","CDU",NA,6,0
"3142","Hans Georg Schachtschabel","/wiki/Hans_Georg_Schachtschabel","SPD",NA,6,1
"3143","Friedrich Schäfer","/wiki/Friedrich_Sch%C3%A4fer_(Politiker,_1915)","SPD",NA,6,0
"3144","Marta Schanzenbach","/wiki/Marta_Schanzenbach","SPD",NA,6,0
"3145","Albert Schedl","/wiki/Albert_Schedl","CSU",NA,6,0
"3146","Walter Scheel","/wiki/Walter_Scheel","FDP",NA,6,1
"3147","Ernst Schellenberg","/wiki/Ernst_Schellenberg_(Politiker)","SPD",NA,6,0
"3148","Adolf Scheu","/wiki/Adolf_Scheu","SPD",NA,6,0
"3149","Christoph Schiller","/wiki/Christoph_Schiller_(Theologe)","SPD",NA,6,0
"3150","Karl Schiller","/wiki/Karl_Schiller","SPD",NA,6,1
"3151","Hildegard Schimschok","/wiki/Hildegard_Schimschok","SPD",NA,6,0
"3152","Friedel Schirmer","/wiki/Friedel_Schirmer","SPD",NA,6,0
"3153","Georg Schlaga","/wiki/Georg_Schlaga","SPD",NA,6,0
"3154","Albrecht Schlee","/wiki/Albrecht_Schlee","CSU",NA,6,0
"3155","Marie Schlei","/wiki/Marie_Schlei","SPD",NA,6,0
"3156","Günter Schlichting-von Rönn","/wiki/G%C3%BCnter_Schlichting-von_R%C3%B6nn","CDU",NA,6,0
"3157","Carlo Schmid","/wiki/Carlo_Schmid","SPD",NA,6,0
"3158","Klaus Schmid-Burgk","/wiki/Klaus_Schmid-Burgk","CDU",NA,6,0
"3159","Ferdinand Schmidt","/wiki/Ferdinand_Schmidt_(Politiker,_1918)","SPD",NA,6,0
"3160","Hansheinrich Schmidt","/wiki/Hansheinrich_Schmidt","FDP",NA,6,0
"3161","Helmut Schmidt","/wiki/Helmut_Schmidt","SPD","61,1",6,0
"3162","Hermann Schmidt","/wiki/Hermann_Schmidt_(Politiker,_1917)","SPD",NA,6,0
"3163","Horst Schmidt","/wiki/Horst_Schmidt_(Politiker,_1925)","SPD",NA,6,0
"3164","Manfred Schmidt","/wiki/Manfred_Schmidt_(Politiker,_1936)","SPD",NA,6,0
"3165","Martin Schmidt","/wiki/Martin_Schmidt_(Politiker,_1914)","SPD",NA,6,0
"3166","Otto Schmidt","/wiki/Otto_Schmidt_(Politiker,_1902)","CDU",NA,6,0
"3167","Walter Schmidt","/wiki/Walter_Schmidt_(Politiker,_1907)","SPD",NA,6,0
"3168","Wolfgang Schmidt","/wiki/Wolfgang_Schmidt_(Politiker,_1934)","SPD",NA,6,0
"3169","Josef Schmitt","/wiki/Josef_Schmitt_(Politiker,_1921)","CDU",NA,6,0
"3170","Hermann Schmitt-Vockenhausen","/wiki/Hermann_Schmitt-Vockenhausen","SPD",NA,6,0
"3171","Karl-Heinz Schmitz","/wiki/Karl-Heinz_Schmitz","CDU",NA,6,0
"3172","Kurt Schmücker","/wiki/Kurt_Schm%C3%BCcker","CDU","73,9",6,0
"3173","Jürgen Schmude","/wiki/J%C3%BCrgen_Schmude","SPD",NA,6,0
"3174","Herbert Schneider","/wiki/Herbert_Schneider_(Politiker,_1915)","CDU",NA,6,0
"3175","Oscar Schneider","/wiki/Oscar_Schneider","CSU",NA,6,0
"3176","Kurt Schober","/wiki/Kurt_Schober","CDU",NA,6,0
"3177","Erwin Schoettle","/wiki/Erwin_Schoettle","SPD",NA,6,0
"3178","Wolfgang Schollmeyer","/wiki/Wolfgang_Schollmeyer","SPD",NA,6,0
"3179","Friedrich Schonhofen","/wiki/Friedrich_Schonhofen","SPD",NA,6,0
"3180","Diedrich Schröder","/wiki/Diedrich_Schr%C3%B6der","CDU",NA,6,0
