"","name","wikitag","party","voteshare","legperiod","nsdap.membership"
"2535","Hans Müthling","/wiki/Hans_M%C3%BCthling","SPD","49,0",5,0
"2536","Alfred Nann","/wiki/Alfred_Nann","SPD",NA,5,0
"2537","Georg Neemann","/wiki/Georg_Neemann","SPD",NA,5,0
"2538","Peter Nellen","/wiki/Peter_Nellen","SPD",NA,5,0
"2539","Franz Neumann","/wiki/Franz_Neumann_(Politiker)","SPD",NA,5,0
"2540","Paul Neumann","/wiki/Paul_Neumann_(Politiker,_1929)","SPD",NA,5,0
"2541","Alois Niederalt","/wiki/Alois_Niederalt","CSU","68,4",5,0
"2542","Günter von Nordenskjöld","/wiki/G%C3%BCnter_von_Nordenskj%C3%B6ld","CDU","45,1",5,0
"2543","Alfred Ollesch","/wiki/Alfred_Ollesch","FDP",NA,5,0
"2544","Rudolf Opitz","/wiki/Rudolf_Opitz_(Politiker)","FDP",NA,5,0
"2545","Gerhard Orgaß","/wiki/Gerhard_Orga%C3%9F","CDU",NA,5,0
"2546","Anton Ott","/wiki/Anton_Ott","CSU","46,3",5,0
"2547","Ernst Paul","/wiki/Ernst_Paul","SPD",NA,5,0
"2548","Willi Peiter","/wiki/Willi_Peiter","SPD",NA,5,0
"2549","Georg Peters","/wiki/Georg_Peters_(Politiker,_1908)","SPD","46,0",5,0
"2550","Walter Peters","/wiki/Walter_Peters","FDP",NA,5,0
"2551","Peter Petersen","/wiki/Peter_Petersen_(Politiker,_1926)","CDU","45,4",5,0
"2552","Gerhard Philipp","/wiki/Gerhard_Philipp","CDU",NA,5,0
"2553","Walter Picard","/wiki/Walter_Picard","CDU",NA,5,0
"2554","Liselotte Pieser","/wiki/Liselotte_Pieser","CDU",NA,5,0
"2555","Elisabeth Pitz-Savelsberg","/wiki/Elisabeth_Pitz-Savelsberg","CDU",NA,5,0
"2556","Wolfgang Pohle","/wiki/Wolfgang_Pohle","CSU",NA,5,1
"2557","Heinz Pöhler","/wiki/Heinz_P%C3%B6hler","SPD",NA,5,0
"2558","Werner Porsch","/wiki/Werner_Porsch","FDP",NA,5,0
"2559","Josef Porten","/wiki/Josef_Porten","CDU",NA,5,0
"2560","Konrad Porzner","/wiki/Konrad_Porzner","SPD",NA,5,0
"2561","Helmut Prassler","/wiki/Helmut_Prassler","CDU","46,2",5,0
"2562","Ludwig Preiß","/wiki/Ludwig_Prei%C3%9F_(Politiker)","CDU","44,9",5,0
"2563","Maria Probst","/wiki/Maria_Probst","CSU","67,5",5,0
"2564","Herbert Prochazka","/wiki/Herbert_Prochazka","CSU",NA,5,0
"2565","Joachim Raffert","/wiki/Joachim_Raffert","SPD",NA,5,0
"2566","Alois Rainer","/wiki/Alois_Rainer_(Politiker,_1921)","CSU","68,8",5,0
"2567","Egon Wilhelm Ramms","/wiki/Egon_Wilhelm_Ramms","FDP",NA,5,0
"2568","Will Rasner","/wiki/Will_Rasner","CDU","49,0",5,0
"2569","Friedrich Rau","/wiki/Friedrich_Rau","SPD",NA,5,0
"2570","Karl Ravens","/wiki/Karl_Ravens","SPD",NA,5,0
"2571","Wilhelm Rawe","/wiki/Wilhelm_Rawe","CDU","59,2",5,0
"2572","Karl Regling","/wiki/Karl_Regling","SPD",NA,5,0
"2573","Reinhold Rehs","/wiki/Reinhold_Rehs","SPD",NA,5,1
"2574","Martin Reichmann","/wiki/Martin_Reichmann","FDP",NA,5,1
"2575","Carl Reinhard","/wiki/Carl_Reinhard_(Politiker)","CDU",NA,5,0
"2576","Hermann Reinholz","/wiki/Hermann_Reinholz","CDU",NA,5,0
"2577","Gerhard Reischl","/wiki/Gerhard_Reischl","SPD",NA,5,0
"2578","Wilhelm Reitz","/wiki/Wilhelm_Reitz","SPD","47,8",5,0
"2579","Annemarie Renger","/wiki/Annemarie_Renger","SPD",NA,5,0
"2580","Hans Richarts","/wiki/Hans_Richarts","CDU","74,9",5,0
"2581","Klaus Richter","/wiki/Klaus_Richter_(Politiker,_1923)","SPD",NA,5,0
"2582","Clemens Riedel","/wiki/Clemens_Riedel_(Politiker)","CDU",NA,5,0
"2583","Karl Riegel","/wiki/Karl_Riegel","SPD",NA,5,0
"2584","Fritz Rinderspacher","/wiki/Fritz_Rinderspacher","SPD",NA,5,0
"2585","Günter Rinsche","/wiki/G%C3%BCnter_Rinsche","CDU","54,4",5,0
"2586","Gerd Ritgen","/wiki/Gerd_Ritgen","CDU",NA,5,0
"2587","Burkhard Ritz","/wiki/Burkhard_Ritz","CDU","66,8",5,0
"2588","Edelhard Rock","/wiki/Edelhard_Rock","CDU","48,0",5,0
"2589","Helmut Rohde","/wiki/Helmut_Rohde","SPD","51,0",5,0
"2590","Paul Röhner","/wiki/Paul_R%C3%B6hner","CSU","63,0",5,0
"2591","Dietrich Rollmann","/wiki/Dietrich_Rollmann","CDU",NA,5,0
"2592","Josef Rommerskirchen","/wiki/Josef_Rommerskirchen","CDU","58,8",5,0
"2593","Josef Rösing","/wiki/Josef_R%C3%B6sing","CDU",NA,5,0
"2594","Johannes Baptist Rösler","/wiki/Johannes_Baptist_R%C3%B6sler","CDU",NA,5,0
"2595","Kurt Ross","/wiki/Kurt_Ross","SPD",NA,5,0
"2596","Margarete Rudoll","/wiki/Margarete_Rudoll","SPD",NA,5,0
"2597","Thomas Ruf","/wiki/Thomas_Ruf","CDU","48,8",5,0
"2598","Hermann Josef Russe","/wiki/Hermann_Josef_Russe","CDU",NA,5,0
"2599","Wolfgang Rutschke","/wiki/Wolfgang_Rutschke","FDP",NA,5,0
"2600","Hermann Saam","/wiki/Hermann_Saam","FDP",NA,5,1
"2601","Heinrich Sander","/wiki/Heinrich_Sander_(Politiker)","FDP",NA,5,0
"2602","Fritz Sänger","/wiki/Fritz_S%C3%A4nger","SPD",NA,5,0
"2603","Karl-Heinz Saxowski","/wiki/Karl-Heinz_Saxowski","SPD",NA,5,0
"2604","Botho Prinz zu Sayn-Wittgenstein-Hohenstein","/wiki/Botho_Prinz_zu_Sayn-Wittgenstein-Hohenstein","CDU","46,2",5,0
"2605","Friedrich Schäfer","/wiki/Friedrich_Sch%C3%A4fer_(Politiker,_1915)","SPD",NA,5,0
"2606","Marta Schanzenbach","/wiki/Marta_Schanzenbach","SPD",NA,5,0
"2607","Walter Scheel","/wiki/Walter_Scheel","FDP",NA,5,1
"2608","Ernst Schellenberg","/wiki/Ernst_Schellenberg_(Politiker)","SPD",NA,5,0
"2609","Karl Schiller","/wiki/Karl_Schiller","SPD",NA,5,1
"2610","Hildegard Schimschok","/wiki/Hildegard_Schimschok","SPD",NA,5,0
"2611","Manfred Schlager","/wiki/Manfred_Schlager","CSU",NA,5,0
"2612","Albrecht Schlee","/wiki/Albrecht_Schlee","CSU","48,0",5,0
"2613","Helmut Schlüter","/wiki/Helmut_Schl%C3%BCter","SPD",NA,5,0
"2614","Carlo Schmid","/wiki/Carlo_Schmid","SPD","52,8",5,0
"2615","Klaus Schmid-Burgk","/wiki/Klaus_Schmid-Burgk","CDU",NA,5,0
"2616","Peter Schmidhuber","/wiki/Peter_Schmidhuber","CSU",NA,5,0
"2617","Hansheinrich Schmidt","/wiki/Hansheinrich_Schmidt","FDP",NA,5,0
"2618","Helmut Schmidt","/wiki/Helmut_Schmidt","SPD",NA,5,0
"2619","Hermann Schmidt","/wiki/Hermann_Schmidt_(Politiker,_1917)","SPD",NA,5,0
"2620","Horst Schmidt","/wiki/Horst_Schmidt_(Politiker,_1925)","SPD","49,1",5,0
"2621","Martin Schmidt","/wiki/Martin_Schmidt_(Politiker,_1914)","SPD","48,6",5,0
"2622","Otto Schmidt","/wiki/Otto_Schmidt_(Politiker,_1902)","CDU",NA,5,0
"2623","Walter Schmidt","/wiki/Walter_Schmidt_(Politiker,_1907)","SPD","47,0",5,0
"2624","Josef Schmitt","/wiki/Josef_Schmitt_(Politiker,_1921)","CDU","54,2",5,0
"2625","Hermann Schmitt-Vockenhausen","/wiki/Hermann_Schmitt-Vockenhausen","SPD","52,2",5,0
"2626","Kurt Schmücker","/wiki/Kurt_Schm%C3%BCcker","CDU","79,4",5,0
"2627","Kurt Schober","/wiki/Kurt_Schober","CDU",NA,5,0
"2628","Erwin Schoettle","/wiki/Erwin_Schoettle","SPD","45,8",5,0
"2629","Friedrich Schonhofen","/wiki/Friedrich_Schonhofen","SPD","45,9",5,0
"2630","Gerhard Schröder","/wiki/Gerhard_Schr%C3%B6der_(Politiker,_1910)","CDU","48,6",5,1
"2631","Heinrich Schröder","/wiki/Heinrich_Schr%C3%B6der_(Politiker,_1909)","CDU","51,5",5,0
"2632","Christa Schroeder","/wiki/Christa_Schroeder_(Politikerin)","CDU",NA,5,0
"2633","Georg Schulhoff","/wiki/Georg_Schulhoff","CDU","47,0",5,0
"2634","Manfred Schulte","/wiki/Manfred_Schulte_(Politiker)","SPD","54,0",5,0
"2635","Fritz-Rudolf Schultz","/wiki/Fritz-Rudolf_Schultz","FDP",NA,5,0
"2636","Klaus-Peter Schulz","/wiki/Klaus-Peter_Schulz","SPD",NA,5,0
"2637","Max Schulze-Vorberg","/wiki/Max_Schulze-Vorberg","CSU","60,8",5,0
"2638","Wolfgang Schwabe","/wiki/Wolfgang_Schwabe","SPD",NA,5,0
"2639","Elisabeth Schwarzhaupt","/wiki/Elisabeth_Schwarzhaupt","CDU",NA,5,0
"2640","Hermann Schwörer","/wiki/Hermann_Schw%C3%B6rer","CDU","59,9",5,0
"2641","Hans-Christoph Seebohm","/wiki/Hans-Christoph_Seebohm","CDU","54,5",5,0
"2642","Philipp Seibert","/wiki/Philipp_Seibert","SPD",NA,5,0
"2643","Max Seidel","/wiki/Max_Seidel_(Politiker)","SPD",NA,5,0
"2644","Hans Stefan Seifriz","/wiki/Hans_Stefan_Seifriz","SPD","53,7",5,0
"2645","Max Seither","/wiki/Max_Seither","SPD",NA,5,0
"2646","Elfriede Seppi","/wiki/Elfriede_Seppi","SPD",NA,5,0
"2647","Günther Serres","/wiki/G%C3%BCnther_Serres","CDU","48,0",5,0
"2648","Walter Seuffert","/wiki/Walter_Seuffert","SPD","47,7",5,0
"2649","Franz Seume","/wiki/Franz_Seume","SPD",NA,5,0
"2650","Hellmut Sieglerschmidt","/wiki/Hellmut_Sieglerschmidt","SPD",NA,5,0
"2651","J. Hermann Siemer","/wiki/J._Hermann_Siemer","CDU","42,6",5,1
"2652","Edmund Sinn","/wiki/Edmund_Sinn","CDU","53,8",5,0
"2653","Josef Spies","/wiki/Josef_Spies","CSU",NA,5,0
"2654","Hermann Spillecke","/wiki/Hermann_Spillecke","SPD","51,4",5,0
"2655","Kurt Spitzmüller","/wiki/Kurt_Spitzm%C3%BCller","FDP",NA,5,0
"2656","Gerd Springorum","/wiki/Gerd_Springorum","CDU",NA,5,0
"2657","Hermann Stahlberg","/wiki/Hermann_Stahlberg","CDU",NA,5,0
"2658","Wolfgang Stammberger","/wiki/Wolfgang_Stammberger","SPD",NA,5,0
"2659","Hans-Werner Staratzke","/wiki/Hans-Werner_Staratzke","FDP",NA,5,0
"2660","Anton Stark","/wiki/Anton_Stark","CDU","50,1",5,0
"2661","Heinz Starke","/wiki/Heinz_Starke","FDP",NA,5,0
"2662","Josef Stecker","/wiki/Josef_Stecker","CDU","71,0",5,0
"2663","Franz Stein","/wiki/Franz_Stein_(Politiker)","SPD",NA,5,0
"2664","Gustav Stein","/wiki/Gustav_Stein_(Politiker,_1903)","CDU","51,9",5,0
"2665","Fritz Steinhoff","/wiki/Fritz_Steinhoff","SPD","52,1",5,0
"2666","Willy Steinmetz","/wiki/Willy_Steinmetz","CDU","47,0",5,0
"2667","Heinrich Stephan","/wiki/Heinrich_Stephan","SPD","53,0",5,0
"2668","Georg Stiller","/wiki/Georg_Stiller","CSU",NA,5,0
"2669","Josef Stingl","/wiki/Josef_Stingl","CDU",NA,5,0
"2670","Gerhard Stoltenberg","/wiki/Gerhard_Stoltenberg","CDU","54,3",5,0
"2671","Maria Stommel","/wiki/Maria_Stommel","CDU",NA,5,0
"2672","Heinrich Stooß","/wiki/Heinrich_Stoo%C3%9F","CDU","55,3",5,0
"2673","Friedrich-Karl Storm","/wiki/Friedrich-Karl_Storm","CDU","50,4",5,0
"2674","Franz Josef Strauß","/wiki/Franz_Josef_Strau%C3%9F","CSU","58,9",5,0
"2675","Käte Strobel","/wiki/K%C3%A4te_Strobel","SPD","47,0",5,0
"2676","Alois Strohmayr","/wiki/Alois_Strohmayr","SPD",NA,5,0
"2677","Detlef Struve","/wiki/Detlef_Struve","CDU","53,2",5,0
"2678","Richard Stücklen","/wiki/Richard_St%C3%BCcklen","CSU","72,3",5,1
"2679","Adolf Süsterhenn","/wiki/Adolf_S%C3%BCsterhenn","CDU",NA,5,0
"2680","Harry Tallert","/wiki/Harry_Tallert","SPD","51,3",5,0
"2681","Richard Tamblé","/wiki/Richard_Tambl%C3%A9","SPD",NA,5,0
"2682","Theodor Teriete","/wiki/Theodor_Teriete","CDU",NA,5,0
"2683","Peter Tobaben","/wiki/Peter_Tobaben","CDU","55,8",5,0
"2684","Albert Tönjes","/wiki/Albert_T%C3%B6njes","SPD",NA,5,0
"2685","Hans Toussaint","/wiki/Hans_Toussaint","CDU","48,6",5,0
"2686","Franz Xaver Unertl","/wiki/Franz_Xaver_Unertl","CSU","63,7",5,0
"2687","Wilhelm Urban","/wiki/Wilhelm_Urban_(Politiker)","SPD",NA,5,0
"2688","Franz Varelmann","/wiki/Franz_Varelmann","CDU",NA,5,0
"2689","Hans Verbeek","/wiki/Hans_Verbeek_(Politiker)","CDU","56,0",5,0
"2690","Franz Vit","/wiki/Franz_Vit","SPD",NA,5,0
"2691","Felix Freiherr von Vittinghoff-Schell","/wiki/Felix_Freiherr_von_Vittinghoff-Schell","CDU","68,2",5,0
"2692","Bernhard Vogel","/wiki/Bernhard_Vogel_(Ministerpr%C3%A4sident)","CDU","48,1",5,0
"2693","Friedrich Vogel","/wiki/Friedrich_Vogel_(Politiker,_1929)","CDU",NA,5,0
"2694","Karl-Heinz Vogt","/wiki/Karl-Heinz_Vogt_(Politiker)","CSU","56,4",5,0
"2695","Gerold Wächter","/wiki/Gerold_W%C3%A4chter","FDP",NA,5,0
"2696","Leo Wagner","/wiki/Leo_Wagner","CSU","62,5",5,0
"2697","Eduard Wahl","/wiki/Eduard_Wahl","CDU","47,3",5,0
"2698","Fritz Walter","/wiki/Fritz_Walter_(Politiker)","FDP",NA,5,0
"2699","Herbert Wehner","/wiki/Herbert_Wehner","SPD","53,3",5,0
"2700","Franz Weigl","/wiki/Franz_Weigl","CSU","60,2",5,0
"2701","Erich Weiland","/wiki/Erich_Weiland","CDU",NA,5,0
"2702","August Weimer","/wiki/August_Weimer","CDU",NA,5,0
"2703","Erwin Welke","/wiki/Erwin_Welke","SPD","46,2",5,0
"2704","Hans Wellmann","/wiki/Hans_Wellmann_(Politiker,_1911)","SPD",NA,5,0
"2705","Heinrich Welslau","/wiki/Heinrich_Welslau","SPD",NA,5,0
"2706","Helmut Wendelborn","/wiki/Helmut_Wendelborn","CDU","47,7",5,0
"2707","Martin Wendt","/wiki/Martin_Wendt_(Politiker,_1935)","SPD",NA,5,0
"2708","Helene Wessel","/wiki/Helene_Wessel","SPD",NA,5,0
"2709","Heinz Westphal","/wiki/Heinz_Westphal","SPD","58,4",5,0
"2710","Helga Wex","/wiki/Helga_Wex","CDU",NA,5,0
"2711","Bruno Wiefel","/wiki/Bruno_Wiefel","SPD","44,7",5,0
"2712","Karl Wienand","/wiki/Karl_Wienand","SPD",NA,5,0
"2713","Karl Wieninger","/wiki/Karl_Wieninger","CSU",NA,5,0
"2714","Werner Wilhelm","/wiki/Werner_Wilhelm","SPD",NA,5,0
"2715","Hans Wilhelmi","/wiki/Hans_Wilhelmi","CDU",NA,5,0
"2716","Heinrich Wilper","/wiki/Heinrich_Wilper","CDU","69,8",5,0
"2717","Heinrich Windelen","/wiki/Heinrich_Windelen","CDU","63,3",5,0
"2718","Bernhard Winkelheide","/wiki/Bernhard_Winkelheide","CDU",NA,5,0
"2719","Hans-Jürgen Wischnewski","/wiki/Hans-J%C3%BCrgen_Wischnewski","SPD","46,0",5,0
"2720","Manfred Wörner","/wiki/Manfred_W%C3%B6rner","CDU","50,3",5,0
"2721","Erika Wolf","/wiki/Erika_Wolf","CDU",NA,5,0
"2722","Willi Wolf","/wiki/Willi_Wolf_(Politiker,_1924)","SPD",NA,5,0
"2723","Olaf Baron von Wrangel","/wiki/Olaf_Baron_von_Wrangel","CDU","50,8",5,0
"2724","Franz-Josef Wuermeling","/wiki/Franz-Josef_Wuermeling","CDU","54,3",5,0
"2725","Heinrich Wullenhaupt","/wiki/Heinrich_Wullenhaupt","CDU",NA,5,0
"2726","Richard Wurbs","/wiki/Richard_Wurbs","FDP",NA,5,0
"2727","Johann Wuwer","/wiki/Johann_Wuwer","SPD","52,9",5,0
"2728","Franz Josef Zebisch","/wiki/Franz_Josef_Zebisch","SPD",NA,5,0
"2729","Edwin Zerbe","/wiki/Edwin_Zerbe","SPD","49,2",5,0
"2730","Erich Ziegler","/wiki/Erich_Ziegler_(Politiker)","CSU",NA,5,0
"2731","Friedrich Zimmermann","/wiki/Friedrich_Zimmermann","CSU","63,9",5,1
"2732","Otto Zink","/wiki/Otto_Zink","CDU",NA,5,0
"2733","Siegfried Zoglmann","/wiki/Siegfried_Zoglmann","FDP",NA,5,1
"2734","Manfred Abelein","/wiki/Manfred_Abelein","CDU",NA,6,0
"2735","Ernst Achenbach","/wiki/Ernst_Achenbach","FDP",NA,6,1
"2736","Rudi Adams","/wiki/Rudi_Adams","SPD",NA,6,0
"2737","Eduard Adorno","/wiki/Eduard_Adorno","CDU",NA,6,0
"2738","Karl Ahrens","/wiki/Karl_Ahrens","SPD",NA,6,1
"2739","Heinrich Aigner","/wiki/Heinrich_Aigner","CSU",NA,6,0
"2740","Siegbert Alber","/wiki/Siegbert_Alber","CDU",NA,6,0
"2741","Odal von Alten-Nordheim","/wiki/Odal_von_Alten-Nordheim","CDU",NA,6,0
"2742","Walter Althammer","/wiki/Walter_Althammer","CSU","59,9",6,0
"2743","Franz Amrehn","/wiki/Franz_Amrehn","CDU",NA,6,0
"2744","Jürgen Anbuhl","/wiki/J%C3%BCrgen_Anbuhl","SPD",NA,6,0
"2745","Hans Apel","/wiki/Hans_Apel","SPD","55,9",6,0
"2746","Walter Arendt","/wiki/Walter_Arendt","SPD",NA,6,0
"2747","Claus Arndt","/wiki/Claus_Arndt","SPD",NA,6,0
"2748","Klaus Dieter Arndt","/wiki/Klaus_Dieter_Arndt","SPD",NA,6,0
"2749","Gottfried Arnold","/wiki/Gottfried_Arnold_(Politiker)","CDU",NA,6,0
"2750","Helmut Artzinger","/wiki/Helmut_Artzinger","CDU",NA,6,0
"2751","Herbert Baack","/wiki/Herbert_Baack","SPD",NA,6,0
"2752","Franz Josef Bach","/wiki/Franz_Josef_Bach","CDU",NA,6,0
"2753","Hans-Joachim Baeuchle","/wiki/Hans-Joachim_Baeuchle","SPD",NA,6,1
"2754","Fritz Baier","/wiki/Fritz_Baier","CDU",NA,6,1
"2755","Bernhard Balkenhol","/wiki/Bernhard_Balkenhol_(Politiker)","CDU",NA,6,0
"2756","Hans Bals","/wiki/Hans_Bals","SPD",NA,6,0
"2757","Hermann Barche","/wiki/Hermann_Barche","SPD",NA,6,0
"2758","Hans Bardens","/wiki/Hans_Bardens","SPD",NA,6,0
"2759","Willy Bartsch","/wiki/Willy_Bartsch","SPD",NA,6,0
"2760","Rainer Barzel","/wiki/Rainer_Barzel","CDU",NA,6,0
"2761","Hans Batz","/wiki/Hans_Batz","SPD",NA,6,0
"2762","Hannsheinz Bauer","/wiki/Hannsheinz_Bauer","SPD",NA,6,0
"2763","Willi Bäuerle","/wiki/Willi_B%C3%A4uerle","SPD",NA,6,0
"2764","Hans Bay","/wiki/Hans_Bay","SPD",NA,6,0
"2765","Alfons Bayerl","/wiki/Alfons_Bayerl","SPD",NA,6,1
"2766","Walter Becher","/wiki/Walter_Becher","CSU",NA,6,1
"2767","Karl Bechert","/wiki/Karl_Bechert","SPD",NA,6,0
"2768","Curt Becker","/wiki/Curt_Becker_(Politiker,_1905)","CDU",NA,6,0
"2769","Helmuth Becker","/wiki/Helmuth_Becker","SPD",NA,6,0
"2770","Josef Becker","/wiki/Josef_Becker_(Politiker,_1905)","CDU",NA,6,0
"2771","Friedrich Beermann","/wiki/Friedrich_Beermann","SPD",NA,6,0
"2772","Walter Behrendt","/wiki/Walter_Behrendt_(Politiker)","SPD",NA,6,0
"2773","Ernst Benda","/wiki/Ernst_Benda","CDU",NA,6,0
"2774","August Berberich","/wiki/August_Berberich","CDU",NA,6,0
"2775","Franz Berding","/wiki/Franz_Berding","CDU",NA,6,0
"2776","Lieselotte Berger","/wiki/Lieselotte_Berger","CDU",NA,6,0
"2777","Ulrich Berger","/wiki/Ulrich_Berger_(Politiker)","CDU",NA,6,0
"2778","Karl Bergmann","/wiki/Karl_Bergmann_(Politiker)","SPD",NA,6,0
"2779","Karl Wilhelm Berkhan","/wiki/Karl_Wilhelm_Berkhan","SPD","55,3",6,0
"2780","August Berlin","/wiki/August_Berlin_(Politiker)","SPD",NA,6,0
"2781","Karl Bewerunge","/wiki/Karl_Bewerunge","CDU",NA,6,0
"2782","Hermann Biechele","/wiki/Hermann_Biechele","CDU",NA,6,0
"2783","Alfred Biehle","/wiki/Alfred_Biehle","CSU",NA,6,0
"2784","Günter Biermann","/wiki/G%C3%BCnter_Biermann","SPD",NA,6,0
"2785","Kurt Birrenbach","/wiki/Kurt_Birrenbach","CDU",NA,6,1
"2786","Philipp von Bismarck","/wiki/Philipp_von_Bismarck","CDU",NA,6,0
"2787","Otto Bittelmann","/wiki/Otto_Bittelmann","CDU",NA,6,0
"2788","Theodor Blank","/wiki/Theodor_Blank","CDU",NA,6,0
"2789","Erik Blumenfeld","/wiki/Erik_Blumenfeld","CDU",NA,6,0
"2790","Helmut von Bockelberg","/wiki/Helmut_von_Bockelberg","CDU",NA,6,0
"2791","Fritz Böhm","/wiki/Fritz_B%C3%B6hm_(Gewerkschafter)","SPD",NA,6,0
"2792","Günter Böhme","/wiki/G%C3%BCnter_B%C3%B6hme_(Politiker,_1925)","CDU",NA,6,1
"2793","William Borm","/wiki/William_Borm","FDP",NA,6,0
"2794","Holger Börner","/wiki/Holger_B%C3%B6rner","SPD",NA,6,0
"2795","Lenelotte von Bothmer","/wiki/Lenelotte_von_Bothmer","SPD",NA,6,0
"2796","Hans-Ulrich Brand","/wiki/Hans-Ulrich_Brand","SPD","46,3",6,0
"2797","Bruno Brandes","/wiki/Bruno_Brandes","CDU",NA,6,1
"2798","Hugo Brandt","/wiki/Hugo_Brandt_(Politiker)","SPD",NA,6,0
"2799","Willy Brandt","/wiki/Willy_Brandt","SPD",NA,6,0
"2800","Aenne Brauksiepe","/wiki/Aenne_Brauksiepe","CDU",NA,6,0
"2801","Wenzel Bredl","/wiki/Wenzel_Bredl","SPD",NA,6,0
"2802","Ferdinand Breidbach","/wiki/Ferdinand_Breidbach","CDU",NA,6,0
"2803","Rolf Bremer","/wiki/Rolf_Bremer","CDU",NA,6,0
"2804","Klaus Bremm","/wiki/Klaus_Bremm","CDU",NA,6,1
"2805","Alwin Brück","/wiki/Alwin_Br%C3%BCck","SPD",NA,6,0
"2806","Valentin Brück","/wiki/Valentin_Br%C3%BCck","CDU",NA,6,0
"2807","Eberhard Brünen","/wiki/Eberhard_Br%C3%BCnen","SPD",NA,6,0
"2808","Werner Buchstaller","/wiki/Werner_Buchstaller","SPD",NA,6,0
"2809","Hans Büchler","/wiki/Hans_B%C3%BCchler_(Politiker)","SPD",NA,6,0
"2810","Peter Büchner","/wiki/Peter_B%C3%BCchner_(Politiker)","SPD",NA,6,0
"2811","Reinhard Bühling","/wiki/Reinhard_B%C3%BChling","SPD",NA,6,0
"2812","Andreas von Bülow","/wiki/Andreas_von_B%C3%BClow","SPD",NA,6,0
"2813","Fritz Burgbacher","/wiki/Fritz_Burgbacher","CDU",NA,6,0
"2814","Alfred Burgemeister","/wiki/Alfred_Burgemeister","CDU",NA,6,0
"2815","Albert Burger","/wiki/Albert_Burger_(Politiker)","CDU",NA,6,0
"2816","Hermann Buschfort","/wiki/Hermann_Buschfort","SPD",NA,6,0
"2817","Bernhard Bußmann","/wiki/Bernhard_Bu%C3%9Fmann","SPD",NA,6,0
"2818","Roland Cantzler","/wiki/Roland_Cantzler","CSU",NA,6,0
"2819","Hugo Collet","/wiki/Hugo_Collet","SPD",NA,6,0
"2820","Peter Corterier","/wiki/Peter_Corterier","SPD",NA,6,0
"2821","Johann Cramer","/wiki/Johann_Cramer_(Politiker)","SPD","48,3",6,0
"2822","Herbert Czaja","/wiki/Herbert_Czaja","CDU",NA,6,0
"2823","Ralf Dahrendorf","/wiki/Ralf_Dahrendorf","FDP",NA,6,0
"2824","Carl Damm","/wiki/Carl_Damm_(Politiker,_1927)","CDU",NA,6,0
"2825","Valentin Dasch","/wiki/Valentin_Dasch","CSU",NA,6,0
"2826","Rembert van Delden","/wiki/Rembert_van_Delden","CDU",NA,6,0
"2827","Hans Dichgans","/wiki/Hans_Dichgans","CDU",NA,6,0
"2828","Emmy Diemer-Nicolaus","/wiki/Emmy_Diemer-Nicolaus","FDP",NA,6,0
"2829","Stefan Dittrich","/wiki/Stefan_Dittrich","CSU",NA,6,0
"2830","Friedhelm Dohmann","/wiki/Friedhelm_Dohmann","SPD",NA,6,0
"2831","Klaus von Dohnanyi","/wiki/Klaus_von_Dohnanyi","SPD",NA,6,0
"2832","Werner Dollinger","/wiki/Werner_Dollinger","CSU",NA,6,0
"2833","Wolfram Dorn","/wiki/Wolfram_Dorn_(Politiker)","FDP",NA,6,0
"2834","Heinrich Draeger","/wiki/Heinrich_Draeger","CDU",NA,6,0
"2835","Wilhelm Dröscher","/wiki/Wilhelm_Dr%C3%B6scher","SPD",NA,6,0
"2836","Ulrich Dübber","/wiki/Ulrich_D%C3%BCbber","SPD",NA,6,0
"2837","Hermann Dürr","/wiki/Hermann_D%C3%BCrr","SPD",NA,6,1
"2838","Felix von Eckardt","/wiki/Felix_von_Eckardt","CDU",NA,6,0
"2839","Günther Eckerland","/wiki/G%C3%BCnther_Eckerland","SPD",NA,6,0
"2840","Horst Ehmke","/wiki/Horst_Ehmke","SPD",NA,6,1
"2841","Georg Ehnes","/wiki/Georg_Ehnes","CSU",NA,6,0
"2842","Elfriede Eilers","/wiki/Elfriede_Eilers","SPD",NA,6,0
"2843","Ilse Elsner","/wiki/Ilse_Elsner","SPD","56,1",6,0
"2844","Wendelin Enders","/wiki/Wendelin_Enders","SPD",NA,6,0
"2845","Matthias Engelsberger","/wiki/Matthias_Engelsberger","CSU",NA,6,0
"2846","Björn Engholm","/wiki/Bj%C3%B6rn_Engholm","SPD","49,9",6,0
"2847","Erhard Eppler","/wiki/Erhard_Eppler","SPD",NA,6,1
"2848","Benno Erhard","/wiki/Benno_Erhard","CDU",NA,6,0
"2849","Ludwig Erhard","/wiki/Ludwig_Erhard","CDU",NA,6,0
"2850","Leo Ernesti","/wiki/Leo_Ernesti","CDU",NA,6,1
"2851","Ferdinand Erpenbeck","/wiki/Ferdinand_Erpenbeck","CDU",NA,6,0
"2852","Josef Ertl","/wiki/Josef_Ertl","FDP",NA,6,1
"2853","Helmut Esters","/wiki/Helmut_Esters","SPD",NA,6,0
"2854","Hans Evers","/wiki/Hans_Evers_(Politiker)","CDU",NA,6,0
"2855","Heinz Eyrich","/wiki/Heinz_Eyrich","CDU",NA,6,0
"2856","Walter Faller","/wiki/Walter_Faller","SPD",NA,6,0
"2857","Friedhelm Farthmann","/wiki/Friedhelm_Farthmann","SPD",NA,6,0
